sexo;comprimento;diametro;altura;peso total;peso carne;peso visceras;peso concha;aneis
F;0,6;0,47;0,25;13,75;0,46;0,25;0,45;14
F;0,63;0,42;0,17;1,46;0,36;0,17;0,45;21
M;0,54;0,42;0,17;16,28;0,34;0,2;0,26;16
M;0,55;0,43;0,16;13,88;0,32;0,17;0,36;13
M;0,5;0,4;0,16;12,84;0,23;0,12;0,35;6
I;0,32;0,24;0,08;13,77;0,06;0,03;0,05;6
M;0,45;0,34;0,12;16,47;0,19;0,1;0,13;9
F;0,52;0,4;0,13;1,27;0,3;0,17;0,19;9
M;0,5;0,39;0,14;2,33;0,2;0,12;0,26;14
M;0,47;0,37;0,14;10,43;0,22;0,13;0,17;12
F;0,49;0,37;0,14;13,48;0,24;0,12;0,2;10
M;0,58;0,47;0,17;10,74;0,32;0,2;0,32;11
M;0,65;0,5;0,19;14,34;0,53;0,28;0,46;15
F;0,58;0,49;0,17;1,3;0,42;0,26;0,3;14
I;0,22;0,17;0,06;1,39;0,02;0,01;0,02;6
I;0,43;0,33;0,11;12,65;0,14;0,09;0,12;13
I;0,26;0,22;0,08;1,28;0,04;0,03;0,05;5
I;0,37;0,28;0,09;1,58;0,09;0,05;0,07;11
I;0,41;0,31;0,11;14,36;0,16;0,07;0,13;10
I;0,27;0,19;0,08;15,96;0,03;0,02;0,03;6
F;0,68;0,55;0,2;2,04;0,53;0,41;0,59;21
F;0,65;0,52;0,2;1,03;0,52;0,36;0,44;13
F;0,65;0,49;0,22;10,46;0,43;0,23;0,51;25
M;0,57;0,41;0,16;1,08;0,34;0,22;0,3;19
M;0,62;0,48;0,19;1,01;0,53;0,24;0,47;18
M;0,42;0,35;0,11;1,12;0,18;0,1;0,13;7
I;0,28;0,22;0,08;11,25;0,06;0,03;0,04;6
F;0,29;0,23;0,08;11,35;0,05;0,02;0,04;5
M;0,42;0,34;0,12;10,81;0,18;0,09;0,14;8
F;0,63;0,53;0,22;10,84;0,51;0,26;0,67;16
F;0,55;0,47;0,18;1,24;0,32;0,21;0,53;27
M;0,66;0,51;0,2;13,92;0,49;0,3;0,61;18
M;0,57;0,47;0,2;1,09;0,39;0,26;0,35;17
F;0,6;0,5;0,24;10,86;0,51;0,22;0,52;13
M;0,63;0,51;0,23;13,03;0,56;0,28;0,57;17
F;0,43;0,33;0,12;1,22;0,17;0,1;0,16;8
F;0,46;0,35;0,14;1,31;0,2;0,13;0,18;10
I;0,33;0,26;0,08;1,27;0,08;0,04;0,07;7
F;0,52;0,42;0,13;14,87;0,28;0,2;0,25;13
M;0,5;0,39;0,15;13,66;0,33;0,19;0,27;14
F;0,49;0,38;0,15;1,28;0,24;0,12;0,19;13
F;0,54;0,46;0,15;12,08;0,34;0,2;0,2;8
M;0,58;0,47;0,18;1,28;0,4;0,19;0,39;17
F;0,63;0,53;0,2;14,28;0,45;0,24;0,53;13
F;0,56;0,46;0,18;1,16;0,3;0,2;0,39;14
F;0,55;0,43;0,15;13,69;0,3;0,15;0,27;9
M;0,59;0,48;0,16;1,43;0,36;0,17;0,28;13
I;0,36;0,28;0,11;1,26;0,08;0,05;0,08;7
I;0,28;0,2;0,08;1,76;0,03;0,02;0,03;7
F;0,51;0,39;0,18;1,28;0,27;0,15;0,22;12
M;0,37;0,28;0,1;1,22;0,08;0,05;0,08;7
M;0,56;0,43;0,17;15,58;0,27;0,16;0,28;13
F;0,51;0,4;0,17;1,53;0,27;0,16;0,25;9
F;0,56;0,45;0,18;14,99;0,36;0,2;0,3;9
M;0,6;0,48;0,17;1,89;0,42;0,23;0,35;17
F;0,57;0,45;0,17;1,43;0,33;0,18;0,3;14
M;0,6;0,48;0,18;14,39;0,41;0,27;0,42;13
F;0,56;0,44;0,19;1,56;0,42;0,24;0,33;15
M;0,59;0,47;0,19;1,79;0,39;0,24;0,4;17
I;0,46;0,34;0,11;2,55;0,23;0,07;0,11;8
F;0,46;0,36;0,12;11,66;0,21;0,11;0,16;8
M;0,42;0,32;0,13;1,76;0,07;0,09;0,13;12
F;0,44;0,32;0,12;11,22;0,15;0,09;0,13;11
F;0,48;0,38;0,14;1,17;0,17;0,07;0,19;7
M;0,47;0,36;0,13;10,38;0,21;0,12;0,17;10
I;0,36;0,28;0,1;1,22;0,09;0,05;0,09;11
M;0,46;0,38;0,14;1,12;0,19;0,1;0,21;9
F;0,38;0,33;0,11;12,64;0,12;0,07;0,11;10
F;0,47;0,37;0,12;1,24;0,23;0,15;0,15;9
M;0,36;0,27;0,09;14,05;0,08;0,05;0,08;6
F;0,59;0,46;0,17;18,19;0,35;0,25;0,32;12
M;0,66;0,59;0,2;17,53;0,65;0,38;0,42;11
M;0,6;0,49;0,18;10,54;0,5;0,28;0,38;13
F;0,57;0,46;0,17;11,79;0,41;0,22;0,38;14
F;0,65;0,5;0,2;12,21;0,64;0,31;0,36;11
M;0,65;0,5;0,18;1,11;0,8;0,34;0,53;14
M;0,51;0,4;0,15;11,31;0,22;0,14;0,24;12
M;0,52;0,38;0,14;12,56;0,25;0,16;0,18;8
M;0,5;0,42;0,17;1,18;0,26;0,13;0,29;13
M;0,43;0,34;0,12;12,43;0,17;0,09;0,14;8
F;0,59;0,47;0,16;1,07;0,51;0,25;0,3;13
M;0,55;0,46;0,18;1,13;0,32;0,18;0,32;10
M;0,59;0,43;0,16;12,08;0,36;0,18;0,27;11
F;0,58;0,46;0,16;1,23;0,31;0,2;0,3;17
F;0,62;0,51;0,15;1,47;0,58;0,29;0,32;13
I;0,59;0,45;0,16;15,79;0,27;0,22;0,35;14
F;0,72;0,58;0,22;14,76;0,9;0,41;0,62;13
F;0,64;0,51;0,18;15,55;0,57;0,26;0,36;14
F;0,61;0,48;0,18;1,59;0,39;0,22;0,42;15
F;0,55;0,45;0,18;19;0,35;0,19;0,3;13
M;0,57;0,45;0,16;1,36;0,37;0,22;0,26;12
F;0,6;0,48;0,18;14,58;0,51;0,27;0,32;18
F;0,52;0,41;0,17;2,38;0,37;0,22;0,25;14
M;0,64;0,51;0,21;1,14;0,65;0,28;0,58;15
F;0,67;0,52;0,15;11,69;0,52;0,35;0,37;13
M;0,7;0,57;0,2;1,06;0,75;0,43;0,69;15
M;0,66;0,53;0,19;1,13;0,49;0,22;0,45;20
F;0,62;0,48;0,23;11,67;0,4;0,25;0,36;14
F;0,6;0,48;0,18;1,54;0,43;0,25;0,43;19
M;0,51;0,41;0,13;17,83;0,37;0,16;0,17;9
M;0,53;0,41;0,14;1,54;0,33;0,22;0,2;10
M;0,44;0,38;0,13;1,6;0,23;0,1;0,16;9
I;0,49;0,42;0,14;1,37;0,25;0,13;0,19;8
F;0,5;0,39;0,13;1,02;0,31;0,18;0,18;10
I;0,44;0,35;0,12;1,08;0,22;0,11;0,13;7
I;0,41;0,32;0,11;1,42;0,16;0,08;0,1;9
I;0,42;0,33;0,1;14,16;0,16;0,09;0,1;9
F;0,5;0,4;0,15;1,63;0,32;0,17;0,2;9
F;0,39;0,31;0,11;11,78;0,14;0,07;0,1;7
I;0,33;0,27;0,09;1,06;0,07;0,04;0,06;6
F;0,58;0,48;0,16;15,42;0,43;0,23;0,29;10
I;0,33;0,27;0,1;1,22;0,08;0,04;0,07;6
M;0,48;0,38;0,12;1,05;0,25;0,12;0,19;10
F;0,38;0,3;0,09;1,83;0,15;0,08;0,1;9
I;0,34;0,26;0,09;11,77;0,08;0,05;0,06;6
M;0,53;0,43;0,12;1,06;0,33;0,15;0,22;12
F;0,52;0,42;0,15;10,29;0,33;0,17;0,29;10
F;0,54;0,45;0,14;1,07;0,32;0,18;0,25;13
M;0,48;0,36;0,12;13,07;0,28;0,12;0,17;8
I;0,42;0,33;0,1;20,5;0,17;0,08;0,13;7
I;0,5;0,39;0,13;1,5;0,28;0,12;0,17;8
F;0,48;0,41;0,13;1,6;0,28;0,14;0,21;10
F;0,52;0,43;0,15;10,91;0,39;0,2;0,23;10
M;0,46;0,38;0,13;10,99;0,25;0,12;0,2;9
F;0,58;0,46;0,12;1,02;0,4;0,26;0,27;11
M;0,59;0,49;0,14;1,44;0,42;0,22;0,29;11
F;0,55;0,42;0,14;1,81;0,3;0,18;0,26;23
F;0,65;0,5;0,17;1,78;0,49;0,22;0,37;12
F;0,47;0,38;0,14;2,17;0,22;0,13;0,23;16
M;0,46;0,36;0,13;21,51;0,2;0,13;0,18;11
M;0,47;0,38;0,13;1,26;0,21;0,16;0,2;13
F;0,44;0,35;0,11;1,76;0,14;0,1;0,13;13
M;0,35;0,27;0,11;13,86;0,14;0,06;0,09;7
I;0,32;0,24;0,07;18,07;0,05;0,03;0,04;8
M;0,6;0,47;0,15;15,95;0,4;0,15;0,34;16
F;0,58;0,48;0,14;14,55;0,39;0,17;0,28;14
M;0,58;0,44;0,15;2;0,29;0,16;0,27;17
M;0,54;0,44;0,16;22,39;0,34;0,18;0,25;13
M;0,52;0,42;0,14;10,04;0,25;0,15;0,29;13
F;0,51;0,39;0,14;1,13;0,25;0,12;0,2;12
F;0,51;0,4;0,15;1,15;0,27;0,15;0,21;15
I;0,4;0,31;0,1;1,14;0,11;0,06;0,1;10
M;0,49;0,4;0,14;1,01;0,21;0,09;0,22;14
M;0,53;0,44;0,14;1,13;0,33;0,13;0,22;12
I;0,4;0,33;0,11;1,07;0,11;0,07;0,1;8
F;0,67;0,54;0,19;1,18;0,58;0,28;0,48;17
F;0,42;0,31;0,11;1,38;0,12;0,08;0,1;10
M;0,43;0,35;0,12;14,39;0,09;0,06;0,12;11
M;0,48;0,4;0,14;12,28;0,25;0,16;0,2;13
F;0,53;0,43;0,15;14,42;0,33;0,21;0,24;15
I;0,48;0,39;0,15;1,47;0,23;0,12;0,26;15
I;0,42;0,35;0,12;1,66;0,15;0,08;0,12;9
M;0,59;0,46;0,16;17,48;0,33;0,15;0,34;15
F;0,52;0,42;0,14;1;0,28;0,13;0,22;9
M;0,7;0,55;0,22;1,23;0,57;0,38;0,45;13
F;0,8;0,63;0,2;1,03;0,93;0,59;0,62;23
M;0,61;0,49;0,15;12,94;0,43;0,2;0,36;23
F;0,57;0,48;0,18;10,57;0,39;0,22;0,28;18
M;0,56;0,46;0,17;17,86;0,4;0,17;0,25;11
M;0,66;0,49;0,2;12,26;0,63;0,36;0,49;17
M;0,64;0,52;0,2;12,57;0,57;0,3;0,46;17
F;0,59;0,47;0,17;1,16;0,36;0,19;0,25;11
I;0,31;0,24;0,09;1,4;0,06;0,03;0,05;7
I;0,26;0,19;0,07;1,83;0,03;0,02;0,03;6
I;0,17;0,13;0,06;17,72;0,01;0,01;0,01;6
M;0,67;0,55;0,17;11,96;0,47;0,25;0,4;21
F;0,71;0,57;0,2;1,34;0,64;0,34;0,57;17
F;0,56;0,43;0,13;11,82;0,31;0,17;0,26;13
M;0,51;0,4;0,13;10,15;0,3;0,19;0,22;11
M;0,53;0,43;0,17;1,22;0,38;0,19;0,25;16
F;0,45;0,36;0,11;10,11;0,2;0,09;0,15;9
F;0,52;0,44;0,17;10,77;0,28;0,11;0,22;12
M;0,59;0,48;0,16;1,34;0,38;0,18;0,27;19
M;0,7;0,53;0,19;13,71;0,55;0,23;0,42;18
F;0,72;0,56;0,18;17,02;0,64;0,34;0,53;17
M;0,64;0,5;0,15;12,44;0,48;0,24;0,31;11
M;0,56;0,44;0,14;14,14;0,38;0,21;0,28;13
M;0,58;0,47;0,15;1,07;0,45;0,2;0,4;13
M;0,59;0,46;0,13;1,48;0,39;0,21;0,25;17
F;0,61;0,49;0,21;12,92;0,54;0,22;0,52;20
F;0,65;0,53;0,2;13,11;0,6;0,26;0,51;13
F;0,55;0,44;0,18;14,92;0,3;0,19;0,27;11
M;0,55;0,45;0,16;1,49;0,34;0,16;0,25;12
F;0,66;0,53;0,21;11,97;0,5;0,29;0,41;18
M;0,57;0,48;0,2;1,67;0,46;0,19;0,31;18
F;0,6;0,47;0,2;19,13;0,39;0,2;0,29;15
F;0,63;0,51;0,17;1,91;0,46;0,22;0,32;12
M;0,7;0,57;0,23;17,5;0,87;0,44;0,5;19
M;0,65;0,55;0,16;12,83;0,49;0,3;0,48;15
F;0,72;0,6;0,23;16,65;0,8;0,42;0,66;16
I;0,56;0,44;0,17;12,42;0,35;0,22;0,3;12
I;0,42;0,33;0,12;13,19;0,16;0,06;0,11;8
M;0,18;0,13;0,05;13,46;0,01;0,01;0,01;3
F;0,41;0,33;0,11;10,81;0,15;0,07;0,11;12
F;0,5;0,41;0,15;1,11;0,25;0,13;0,19;12
I;0,44;0,34;0,11;1,23;0,16;0,07;0,14;12
M;0,34;0,28;0,09;12,36;0,07;0,04;0,07;10
F;0,43;0,34;0,11;12,4;0,15;0,1;0,11;8
I;0,54;0,41;0,16;1,36;0,27;0,14;0,18;12
I;0,42;0,33;0,12;1,4;0,14;0,05;0,11;12
F;0,36;0,27;0,09;1,36;0,1;0,04;0,07;10
M;0,18;0,14;0,04;1,67;0,01;0,01;0,01;5
M;0,16;0,12;0,03;17,41;0,01;0,01;0,01;5
I;0,53;0,43;0,15;16,65;0,32;0,16;0,22;11
F;0,53;0,39;0,14;20,51;0,23;0,13;0,21;16
F;0,44;0,35;0,11;1,05;0,17;0,08;0,13;11
F;0,45;0,35;0,12;1,18;0,19;0,12;0,14;12
F;0,49;0,37;0,14;10,95;0,26;0,14;0,18;14
I;0,47;0,35;0,14;19,49;0,23;0,15;0,15;11
I;0,52;0,38;0,14;0,65;0,25;0,14;0,22;10
M;0,42;0,34;0,13;0,45;0,17;0,11;0,14;11
F;0,46;0,35;0,13;0,45;0,16;0,1;0,13;16
M;0,37;0,29;0,09;0,24;0,11;0,05;0,07;10
M;0,33;0,25;0,09;0,2;0,09;0,04;0,06;10
I;0,3;0,22;0,09;0,14;0,06;0,03;0,04;7
I;0,63;0,46;0,16;12,4;0,55;0,27;0,38;14
I;0,61;0,48;0,17;10,39;0,44;0,24;0,32;14
I;0,63;0,47;0,16;13,32;0,4;0,18;0,35;14
I;0,64;0,51;0,19;1,02;0,58;0,25;0,44;17
I;0,5;0,39;0,16;1,41;0,38;0,16;0,19;14
F;0,53;0,43;0,17;1,21;0,35;0,15;0,24;17
I;0,45;0,33;0,1;10,71;0,16;0,08;0,17;13
F;0,59;0,42;0,16;1,31;0,3;0,15;0,2;12
I;0,44;0,36;0,17;1,09;0,16;0,11;0,14;16
M;0,29;0,23;0,08;1,52;0,05;0,03;0,05;10
I;0,56;0,46;0,17;1,32;0,31;0,19;0,3;15
I;0,66;0,52;0,15;1,1;0,53;0,28;0,32;15
F;0,58;0,46;0,19;11,83;0,35;0,2;0,32;10
I;0,63;0,43;0,18;1,12;0,57;0,3;0,4;12
I;0,62;0,49;0,17;16,12;0,48;0,3;0,33;15
F;0,64;0,5;0,15;12,99;0,37;0,27;0,36;8
F;0,51;0,38;0,12;1,16;0,26;0,12;0,17;10
I;0,5;0,4;0,12;1,49;0,22;0,11;0,18;9
M;0,31;0,25;0,1;1,01;0,05;0,03;0,05;7
F;0,51;0,38;0,15;1,24;0,29;0,19;0,17;12
I;0,42;0,31;0,11;1,15;0,09;0,08;0,1;9
M;0,4;0,32;0,11;1,26;0,11;0,04;0,11;10
M;0,43;0,32;0,13;1,19;0,11;0,06;0,13;18
M;0,31;0,24;0,06;14,41;0,04;0,03;0,04;11
F;0,47;0,35;0,13;1,33;0,19;0,1;0,16;18
F;0,47;0,36;0,12;11,41;0,19;0,11;0,16;10
M;0,35;0,26;0,09;1,2;0,1;0,05;0,06;13
I;0,52;0,42;0,16;1,36;0,21;0,14;0,26;15
F;0,48;0,37;0,13;1,65;0,19;0,11;0,15;12
F;0,41;0,32;0,11;15;0,13;0,07;0,1;10
M;0,26;0,2;0,07;16,23;0,04;0,03;0,03;6
I;0,58;0,45;0,17;1,79;0,36;0,21;0,26;13
I;0,57;0,44;0,16;1,79;0,27;0,17;0,29;14
M;0,26;0,19;0,08;1,93;0,04;0,02;0,03;6
F;0,53;0,39;0,13;1,69;0,29;0,15;0,18;10
M;0,34;0,26;0,1;1,66;0,08;0,03;0,07;9
I;0,52;0,38;0,14;20,48;0,18;0,12;0,19;11
F;0,64;0,5;0,18;16,02;0,53;0,25;0,49;18
F;0,61;0,49;0,17;20,17;0,43;0,23;0,38;11
F;0,66;0,52;0,18;1,05;0,54;0,34;0,56;16
I;0,64;0,5;0,18;11,78;0,55;0,29;0,49;16
F;0,47;0,38;0,14;10,77;0,21;0,11;0,22;14
M;0,52;0,4;0,16;10,26;0,25;0,16;0,3;23
I;0,34;0,24;0,1;1,24;0,06;0,04;0,06;9
F;0,52;0,4;0,17;1,25;0,26;0,18;0,28;16
F;0,35;0,26;0,1;11,5;0,07;0,05;0,06;9
M;0,47;0,36;0,13;11,58;0,2;0,14;0,15;13
M;0,54;0,42;0,17;1,33;0,34;0,21;0,26;10
M;0,48;0,36;0,13;12,71;0,19;0,11;0,15;9
F;0,45;0,34;0,14;12,16;0,18;0,11;0,14;11
M;0,5;0,36;0,14;13,25;0,21;0,15;0,14;9
M;0,5;0,38;0,14;13,56;0,23;0,13;0,18;12
F;0,55;0,44;0,17;1,13;0,29;0,16;0,28;14
I;0,28;0,21;0,08;11,08;0,04;0,02;0,03;6
F;0,35;0,27;0,09;14,26;0,07;0,04;0,06;7
F;0,37;0,29;0,11;1,15;0,11;0,06;0,08;9
F;0,42;0,33;0,13;1,29;0,19;0,11;0,15;10
M;0,35;0,26;0,09;1,6;0,07;0,06;0,06;10
M;0,4;0,31;0,11;1,3;0,1;0,07;0,1;9
I;0,33;0,2;0,08;1,25;0,04;0,02;0,03;8
I;0,28;0,2;0,07;15,11;0,04;0,02;0,03;5
I;0,24;0,17;0,07;14,42;0,02;0,01;0,02;6
I;0,25;0,18;0,06;16,39;0,03;0,02;0,02;5
I;0,25;0,19;0,07;1,93;0,03;0,02;0,02;5
I;0,2;0,15;0,05;18,5;0,01;0,01;0,01;4
F;0,59;0,47;0,17;1,74;0,4;0,23;0,36;20
M;0,45;0,35;0,14;17,98;0,2;0,16;0,19;14
F;0,5;0,39;0,13;2,38;0,26;0,1;0,27;13
M;0,44;0,33;0,08;2,4;0,14;0,1;0,13;8
M;0,52;0,41;0,14;21,95;0,31;0,15;0,32;17
F;0,52;0,41;0,14;1;0,28;0,14;0,22;11
M;0,5;0,39;0,13;10,12;0,28;0,17;0,18;11
M;0,43;0,33;0,12;11,01;0,14;0,11;0,11;9
M;0,51;0,42;0,14;1,11;0,3;0,22;0,24;16
F;0,37;0,28;0,08;19,88;0,09;0,06;0,07;8
M;0,54;0,42;0,13;1,08;0,27;0,23;0,24;13
M;0,62;0,48;0,17;1,06;0,47;0,29;0,24;11
M;0,57;0,44;0,18;1,2;0,39;0,2;0,38;20
M;0,65;0,52;0,18;1,08;0,67;0,38;0,39;14
F;0,62;0,47;0,18;1,1;0,51;0,34;0,32;14
M;0,61;0,49;0,15;11,02;0,52;0,33;0,31;14
F;0,59;0,46;0,17;13,84;0,38;0,25;0,28;12
M;0,65;0,49;0,16;1,12;0,59;0,31;0,38;18
M;0,57;0,42;0,16;1,09;0,38;0,19;0,34;13
F;0,47;0,36;0,18;13,17;0,15;0,12;0,14;8
F;0,5;0,44;0,16;13,42;0,2;0,2;0,21;14
F;0,52;0,43;0,15;1,03;0,21;0,19;0,24;13
M;0,39;0,29;0,1;11,85;0,11;0,06;0,08;8
M;0,52;0,4;0,17;1,19;0,27;0,2;0,21;12
F;0,54;0,42;0,18;1,29;0,28;0,24;0,28;14
M;0,46;0,36;0,14;11,81;0,2;0,11;0,24;14
I;0,36;0,26;0,09;12,66;0,08;0,04;0,07;8
F;0,49;0,4;0,15;12,9;0,21;0,13;0,25;13
F;0,63;0,51;0,19;1,41;0,51;0,35;0,31;11
M;0,5;0,39;0,15;1,12;0,25;0,2;0,2;14
M;0,49;0,39;0,14;14,47;0,24;0,1;0,18;15
M;0,44;0,33;0,12;1,35;0,16;0,09;0,11;7
F;0,52;0,4;0,17;1,27;0,19;0,17;0,32;10
F;0,48;0,38;0,15;1,55;0,17;0,12;0,19;11
I;0,42;0,31;0,1;14,78;0,12;0,07;0,09;8
M;0,4;0,31;0,13;1,53;0,1;0,07;0,11;9
M;0,45;0,36;0,16;17,59;0,17;0,12;0,23;12
F;0,52;0,4;0,13;1,52;0,22;0,21;0,17;15
M;0,51;0,4;0,16;17,32;0,27;0,18;0,29;12
M;0,5;0,4;0,14;2,01;0,2;0,18;0,25;15
M;0,54;0,41;0,15;2,2;0,28;0,21;0,36;19
F;0,48;0,39;0,13;11,47;0,22;0,16;0,2;12
F;0,33;0,26;0,08;1,02;0,06;0,05;0,07;9
I;0,29;0,21;0,07;12,26;0,04;0,03;0,03;5
I;0,3;0,23;0,08;10,31;0,05;0,03;0,03;6
I;0,31;0,24;0,11;11,15;0,12;0,07;0,08;6
I;0,34;0,26;0,08;1,29;0,07;0,04;0,05;6
I;0,38;0,3;0,08;13,07;0,06;0,03;0,04;7
I;0,42;0,33;0,1;10,27;0,23;0,11;0,11;7
I;0,42;0,32;0,11;11,61;0,14;0,07;0,1;6
I;0,42;0,32;0,09;10,13;0,18;0,08;0,09;6
I;0,42;0,32;0,1;1,1;0,17;0,05;0,09;8
I;0,43;0,31;0,11;1,21;0,16;0,08;0,11;6
M;0,47;0,38;0,11;1,22;0,21;0,11;0,15;8
F;0,47;0,35;0,14;10,01;0,26;0,14;0,18;8
I;0,47;0,37;0,11;11,36;0,25;0,12;0,16;8
F;0,47;0,38;0,12;13,14;0,28;0,15;0,14;8
I;0,48;0,37;0,12;11,96;0,25;0,1;0,16;10
M;0,48;0,37;0,14;1,1;0,34;0,1;0,16;7
M;0,5;0,4;0,13;1,14;0,37;0,16;0,21;8
I;0,51;0,39;0,19;12,27;0,27;0,14;0,17;7
M;0,53;0,43;0,19;1,04;0,46;0,17;0,2;9
M;0,54;0,42;0,12;1,37;0,39;0,15;0,22;9
M;0,55;0,45;0,15;1,45;0,39;0,15;0,26;11
F;0,57;0,44;0,15;14,05;0,45;0,24;0,25;9
M;0,58;0,46;0,18;1,46;0,48;0,28;0,33;11
M;0,59;0,46;0,16;1,71;0,5;0,22;0,29;9
M;0,59;0,48;0,16;1,76;0,57;0,27;0,34;9
M;0,6;0,49;0,19;1,6;0,48;0,2;0,36;10
F;0,6;0,48;0,14;2,17;0,59;0,19;0,32;9
F;0,6;0,5;0,16;23,31;0,62;0,28;0,35;8
F;0,6;0,49;0,17;11,74;0,59;0,22;0,29;9
M;0,61;0,48;0,18;10,79;0,54;0,28;0,31;10
F;0,63;0,49;0,16;1,06;0,67;0,26;0,33;10
M;0,63;0,5;0,19;1,14;0,58;0,31;0,38;10
M;0,64;0,59;0,2;11,26;0,72;0,33;0,47;12
F;0,64;0,5;0,18;11,05;0,59;0,31;0,43;11
F;0,66;0,55;0,17;13,41;0,66;0,3;0,51;12
I;0,66;0,53;0,22;1,08;0,67;0,36;0,41;11
M;0,66;0,54;0,2;1,25;0,73;0,32;0,54;15
F;0,68;0,56;0,21;12,01;0,71;0,36;0,45;13
F;0,68;0,55;0,18;1,24;0,69;0,37;0,47;13
F;0,69;0,55;0,18;1,29;0,87;0,27;0,44;9
F;0,7;0,53;0,2;11,67;0,75;0,42;0,61;14
F;0,7;0,53;0,19;1,14;0,71;0,37;0,43;10
F;0,73;0,57;0,17;1,39;10685;0,42;0,44;10
I;0,21;0,15;0,07;1,31;0,02;0,01;0,01;4
I;0,23;0,17;0,07;1,53;0,02;0,01;0,02;4
I;0,23;0,18;0,05;16,39;0,02;0,01;0,02;5
I;0,28;0,2;0,07;1,69;0,03;0,02;0,03;4
I;0,28;0,21;0,06;1,72;0,04;0,03;0,03;5
I;0,28;0,22;0,08;1,61;0,07;0,02;0,03;5
I;0,3;0,22;0,07;22,36;0,05;0,03;0,04;6
I;0,31;0,23;0,08;23,24;0,07;0,04;0,04;6
I;0,32;0,24;0,07;1,05;0,06;0,03;0,05;7
I;0,34;0,27;0,07;1,14;0,06;0,04;0,07;7
I;0,37;0,29;0,08;12,02;0,11;0,06;0,07;6
I;0,38;0,29;0,09;11,3;0,12;0,04;0,07;6
I;0,39;0,3;0,1;1,06;0,12;0,06;0,08;7
I;0,41;0,31;0,07;10,48;0,16;0,07;0,09;6
I;0,42;0,33;0,1;10,92;0,14;0,07;0,1;7
I;0,44;0,34;0,11;1,17;0,18;0,08;0,11;7
I;0,44;0,35;0,12;10,49;0,27;0,11;0,13;6
I;0,44;0,33;0,1;12,74;0,19;0,09;0,11;6
I;0,44;0,36;0,12;10,63;0,23;0,11;0,13;7
I;0,45;0,35;0,13;11,55;0,22;0,09;0,12;6
I;0,45;0,35;0,12;1,19;0,2;0,11;0,13;8
F;0,46;0,35;0,12;11,22;0,19;0,1;0,14;7
F;0,46;0,35;0,12;1,2;0,2;0,11;0,12;6
I;0,46;0,35;0,12;13,59;0,2;0,09;0,11;7
I;0,46;0,35;0,12;12,08;0,19;0,1;0,11;6
I;0,47;0,36;0,11;1,22;0,23;0,1;0,12;7
M;0,47;0,34;0,11;1,22;0,23;0,1;0,12;9
I;0,48;0,39;0,11;12,62;0,31;0,1;0,14;7
I;0,48;0,36;0,11;12,8;0,2;0,11;0,12;8
M;0,48;0,37;0,1;1,17;0,24;0,1;0,14;8
M;0,5;0,38;0,15;11,89;0,27;0,17;0,15;7
I;0,5;0,38;0,11;13,77;0,22;0,09;0,13;7
I;0,51;0,39;0,12;1,29;0,24;0,14;0,19;7
M;0,52;0,4;0,12;11,8;0,29;0,14;0,17;9
M;0,53;0,42;0,14;12,08;0,39;0,19;0,2;7
M;0,53;0,43;0,13;1,3;0,4;0,17;0,2;8
F;0,53;0,42;0,17;14,59;0,41;0,21;0,15;6
M;0,53;0,41;0,14;1,15;0,31;0,14;0,18;6
F;0,53;0,41;0,15;1,2;0,41;0,23;0,22;8
M;0,54;0,44;0,14;1,54;0,33;0,16;0,21;9
F;0,55;0,43;0,13;1,68;0,55;0,16;0,22;8
F;0,56;0,43;0,14;16,65;0,44;0,22;0,24;7
F;0,57;0,45;0,15;1,53;0,5;0,19;0,25;9
F;0,57;0,44;0,14;1,49;0,39;0,2;0,23;8
M;0,58;0,45;0,16;1,28;0,43;0,21;0,26;7
F;0,58;0,45;0,15;15,97;0,41;0,18;0,24;8
F;0,59;0,45;0,16;13,81;0,41;0,22;0,23;8
M;0,59;0,47;0,14;12,57;0,47;0,26;0,26;7
F;0,6;0,47;0,16;1,53;0,54;0,27;0,31;9
F;0,6;0,47;0,15;14,01;0,49;0,22;0,29;9
F;0,6;0,47;0,15;14,41;0,41;0,27;0,29;11
F;0,6;0,46;0,15;1,48;0,4;0,22;0,25;8
F;0,6;0,46;0,15;12,35;0,6;0,27;0,29;8
M;0,6;0,46;0,15;13,44;0,53;0,27;0,29;9
M;0,61;0,48;0,15;1,53;0,56;0,27;0,26;8
F;0,62;0,49;0,16;18,45;0,5;0,25;0,32;10
F;0,62;0,5;0,17;1,83;0,6;0,3;0,36;10
M;0,62;0,47;0,16;20,89;0,51;0,32;0,29;8
F;0,62;0,51;0,18;2,09;0,54;0,32;0,32;9
F;0,62;0,49;0,18;1,88;0,55;0,25;0,35;10
F;0,62;0,48;0,16;1,03;0,69;0,23;0,33;9
M;0,63;0,48;0,17;1,18;0,67;0,27;0,34;10
F;0,63;0,49;0,17;1,22;0,48;0,24;0,32;9
F;0,63;0,49;0,18;12,71;0,45;0,22;0,36;8
F;0,63;0,5;0,2;1,41;0,66;0,34;0,38;11
F;0,63;0,5;0,15;1,01;0,55;0,27;0,29;9
M;0,63;0,48;0,17;10,84;0,6;0,27;0,35;8
F;0,64;0,5;0,18;15,25;0,62;0,32;0,37;11
F;0,64;0,5;0,2;1,02;0,56;0,3;0,37;11
M;0,65;0,49;0,16;1,28;0,54;0,33;0,32;9
